name,description,genre
Красавцы из клуба защитников Земли 3 [1-12 из 12],"Обычный городок на севере Японии, обычная старшая школа, в которой учатся пятеро совершенно обыкновенных парней. В то время как их одноклассники трудятся, словно пчёлки, сначала на занятиях в школе, а потом в своих клубах по интересам, эта невозмутимая пятёрка предпочитает ничего не делать. У них для этого даже специальный Клуб ничегонеделания есть. И никто не может себе представить,...",Комедии
Психопаспорт: Грешники системы - Первый блюститель,"В этом японском фильме раскроется вся суть тяжелой работы полицейских. Нам покажут будущее и все технологии будущего. Главная героиня сериала работает в полиции и раскрывает очень запутанные дела. Государство установило новую систему, которая сама высчитывает коэффициент преступности. Так проверяют всех. Если ваш коэффициент немного выше нормы, то вы просто проходите лечение. А вот если...",Фантастика
Психопаспорт: Грешники системы - Преступление и наказание,"В будущем жизнь сотрудников правоохранительных органов значительно упростилась. Если раньше им приходилось проводить целый ряд следственных действий, чтобы установить личность преступника и доказать его виновность, то сейчас эту функцию на себя приняла созданная ученными система «Сивилла». В ней собран коллективный опыт человечества. В систему загружается психопаспорт гражданина, после...",Фантастика
Я и 23 раба [1-12 из 12],"Рабовладельческий строй давно уже остался в вехах истории, но всё ещё велик соблазн иметь рядом с собой человека, который готов послушаться любого твоего приказа и пойти ради тебя на всё. Для этого было изобретено устройство SCM, влияющее импульсами на мозг человека и внушающее ему огромное чувство ответственности. Чтобы это произошло, достаточно лишь проиграть другому владельцу SCM в...",Драмы
Дворецкие: История тысячи столетий [1-12 из 12],"Брат и сестра Джей и Тенна - члены древнего клана мистических стражей, история которого длится больше тысячелетия. Об их доме заботится верный дворецкий Цубаса Хаякава. Однажды их привычный уклад жизни нарушает сбой времени и пространства, в результате которого Тенна исчезает без вести, а Джей оказывается в совершенно другой эпохе, переместившись на сто лет в будущее. Очнулся он в своём...",Комедии
Тада не может влюбиться [1-13 из 13],"Любовь приходит к нам совершенно неожиданно, когда её совсем не ждёшь. Жизнь настолько непредсказуема, что мы не знаем, когда встретим того самого человека. Может быть через год, а может он стоит за поворотом? Вот так и Мицуёши Тада, серьёзный старшеклассник, не предполагал, что вскоре встретит девушку, которая останется в его сердце надолго, и которую он вряд ли сможет забыть. Тада...",Комедии
Охотник за душами [1-23 из 23],"Любви все возрасты покорны. Да и не только возрасты, а ещё и титулы. Будь ты хоть крестьянин, хоть император, если влюбишься, то пиши пропало, ведь сердце у всех одинаковое, и ему, как известно, не прикажешь. Но любовь не всегда даёт хорошие плоды. Эта история расскажет о том, как однажды от чувств своего правителя пострадало целое государство. Дело было аж 3000 лет назад, в древнем...",Приключения
Семь смертных грехов 2 [1-24 из 24],"Предыстория гласит, что группа сильнейших святорыцарей, названная ""Семью смертными грехами"" находясь на службе у короля, попыталась совершить государственный переворот, но потерпела поражение. Хоть и силы защитников короля смогли отбросить неприятеля, Семь смертных грехов уничтожили самого наисветейшего рыцаря того времени и были обречены на вечное проклятие со стороны всего мира. Но...",Приключения
Демоны старшей школы 4 [1-12 из 12],"Кто из нас не мечтал о собственном гареме? Только представьте, быть окружённым вниманием толпы красоток, которые сражаются за право стать твоей избранницей. Рай на земле, да и только! Вот и Иссей Хёдо, глуповатый и озабоченный старшеклассник, тоже так подумал, поэтому и решил поступить в Академию Кудо, где учится большинство девушек. Но его наивные мечты не сбылись, ученицы плевать на...",Комедии
Рояль в лесу 2 [1-12 из 12],"Детство не всегда радостный период. Кай Ичиносэ родился у Рэйко, вынужденной зарабатывать на жизнь проституцией. Довольно часто мальчик был предоставлен самому себе. Его характер был тяжелым и сам ребенок оказался проблемным. С особенностями поведения ребенка из неблагополучной семьи столкнулся его учитель Соскэ Аджино, желавший привить ученику любовь к музыке и обучить его игре на...",Драмы
Неприятности одной девушки-зомби,"Однажды группа студентов, состоящих в университетском клубе по изучению оккультизма, решила поохотиться за сокровищами, принадлежавшими сёгуну. Информацию о ценностях они нашли на каком-то сайте в интернете, оказалось, что они хранятся в подсобке библиотеки их учебного заведения. Ребята собрались и ночью отправились расхищать наследие предков. Правда, никаких сокровищ найти им не...",Приключения
Виолетта Эвергарден [1-14 из 14],"Жена профессора Орланда - писательница, издающая романы. Но, чтобы быть писателем, мало иметь богатую фантазию, ведь свои придуманные миры нужно перекладывать на бумагу. И однажды семью профессора настигло настоящее горе. Его жена перестала видеть, а вместе с этим и потеряла возможность заниматься любимым делом. Тогда профессор сделал изобретение, перевернувшее жизнь его жены, а следом...",Драмы
"Клинок, рассекающий демонов [1-26 из 26]","Сюжет повествует о юноше по имени Танджиро, который после смерти отца вынужден взять на себя заботу о всей семье, как и полагается старшему из детей. Парень отправился продавать уголь в другой город, но его неожиданно застала метель. Главный герой не решается путешествовать в темноте, поэтому ему приходится остаться ночевать в чужом доме. Вернувшись в родное жилище к утру Танджиро видит...",Истории
Городская дьяволица [1-12 из 12],"Пятнадцатилетняя Юко Ёщида учится в школе и не тяготеет стать популярной среди сверстников. Ей в какой-то мере нравится довольно скучная и размеренная жизнь, а она в один прекрасный день круто изменится. Настало вроде бы обычное утро, но внутри Юко пробудилась сила, демонического характера. И она ощущает её в полной мере. Не только характер девушки сильно меняется. Но даже внешность. У...",Комедии
Микс: История Мэйсэй [1-24 из 24],"Бейсбольная школьная команда создает громкую славу самым лучшим игрокам. Два брата Тачибана входили в состав команды. Они были совершенно внешне непохожими друг на друга. Соитиро и Тоума родились в один день и носили одну фамилию, но не были родными, как могло показаться тем, кто не был с ними тесно знаком. Фамилию Тачибана оба стали носить после повторного брака их родителей. Вдовец...",Романтика
Некий научный Акселератор [1-12 из 12],"Академия-Сити — огромный район, расположенный к западу от Токио. Среди населения, которое превышает 2,3 миллиона человек, примерно 80% составляют студенты. Они являются частью уникальной учебной программы, которая изучает развитие способностей эспера. Все ученики классифицируются по 6-ступенчатой системе от уровня 0 (без силы) до уровня 5 (чрезвычайно мощный). Акселератор находится на...",Фэнтези
Дропкик злого духа [1-12 из 12],"Бойся своих желаний. Думаете, зря люди придумали такую фразу? Порой мы отчаянно чего-то хотим, но даже и не предполагаем, какие последствия исполнение нашего желания может за собой повлечь. Иной раз судьба так закрутит нас, что уже и пожалеешь, что о чём-то мечтал. Наша главная героиня Юринэ Ханазоно на собственном опыте убедилась, что прежде чем что-то сделать, нужно сто раз хорошенько...",Комедии
Повар-боец Сома 3 [1-25 из 25],"Юкихира Сома возвращается на наши экраны! Ещё в школе этот парень уже распланировал свою жизнь. Он буквально спал и видел, как маленький ресторанчик, в котором работают он и его отец, переходит к нему по наследству. Но не тут то было, его папа уезжает в путешествие, а самого Юкихиру отправляет в знаменитую кулинарную академию Тоцуки. Здесь самоуверенному Соме приходится буквально...",Сёнен
Остров [1-12 из 12],"История разворачивается на богом забытом островке Урашима, находящемся посреди океана далеко от суши. Впрочем, забыт он оказался не только богом, но и жителями материка. Внешне Урашиму можно было бы спутать с райским уголком, в котором мечтает пожить каждый, но при ближайшем рассмотрении всё оказывается совершенно не так. Впрочем, жители Урашимы уже смирились со своей горькой судьбой и...",Драмы
Смотрительница Сунохары [1-12 из 12],"Всю начальную школу мальчик по имени Аки Шина терпел издевательства от окружающих его людей. Где же это видано, чтобы к парню все относились, как к девчонке? Может быть дело во внешности? Аки выглядит недостаточно мужественно? А может вся загвоздка в поведении? Аки думал, что бы ему такого сделать, чтоб его начали воспринимать всерьёз. И придумал начать жить самостоятельно, без...",Комедии
Харука и Каната принимают подачу [1-12 из 12],"Кто из нас не любит поиграть на пляже во что-нибудь? Ведь просто лежать и загорать - это же так скучно! Если на пляже есть оборудованное место со специальной сеткой, то многие приходят на берег в обнимку с волейбольным мячом, ведь именно пляжный волейбол - одна из самых популярных игр на свежем воздухе. Впрочем, даже если сетки нет, никто не мешает немного переделать правила и всё равно...",Повседневность
Из якудза в идолы [1-10 из 10],"В джазе только девушки, говорите? Тогда в идолах только якудза! Кто сказал, что якудза грубые мужланы? Немедленно возьмите свои слова обратно. Это аниме докажет вам, что даже в самом суровом мужчине таится нежная сторона, о которой многие и не догадываются. Началось всё с того, что Кентаро, Рё и Казухико - троица не особо талантливых якудза - довели своего босса до ручки. Бывших якудза...",Комедии
Любимый во Франкcе [1-24 из 24],"В далёком будущем на опустошенной земле человечество возвело город- крепость «Плантация». В нём находится Мистелтейнн — приют, где детей содержат словно в птичьей клетке и учат пилотировать боевых роботов Франкс. Они не знают ни внешнего мира, ни бескрайних просторов неба, а их жизни — лишь череда сражений с ревущими драконами. Среди этих детей был вундеркинд Хиро с кодовым именем 016....",Комедии
"Холмс на Тэрамати-Сандзе, Киото [1-12 из 12]","Антикварные вещи таят в себе множество загадок, порой их судьба оказывается даже поинтереснее, чем у среднестатистического человека. Именно о таких тайнах и пойдёт речь в этом аниме. Старшеклассница Аой Маширо переезжает в Киото из префектуры Сайтама. Так получилось, что ей пришлось отнести семейный антиквариат в небольшой магазинчик под названием Кура. Эта антикварная лавочка находится...",Детективы
Давайте сыграем [1-12 из 12],"Это аниме расскажет нам о повседневных буднях трёх подружек, учениц средней школы, которые решили создать в школе клуб исследования игр. Несмотря на серьёзность названия, девчата просто развлекаются и играют в самые разнообразные игры, причём речь сейчас совсем не о компьютере. Давайте познакомимся с девочками поближе. Первой вы непременно заметите Оливию, голубоглазую блондинку родом...",Драмы
Повар небесной гостиницы [1-26 из 26],"На первый взгляд Аой Цубаки - самая обыкновенная студентка. Но у неё есть секрет: Аой видит призраков! Девушка унаследовала свою необычную способность от дедушки. Казалось, что ей не позавидуешь, ведь призраки внушают страх, но Аой их совсем не боится, даже наоборот. Когда она была маленькой, то её бросила мама, и когда Аой была уже на грани смерти от голода, один призрак спас её, и...",Фэнтези
Дорога в школу Чио-чан [1-12 из 12],"Эта история рассказывает о старшекласснице Миямо Чио, у которой ни дня проходит без приключений! Для этой девушки просто взять и прийти в школу, как все нормальные люди, сродни настоящему чуду. Только она переступает порог своего дома, как ей на голову начинают сыпаться самые разнообразные трудности и испытания, словно она не отправляется на занятия, а проходит какой-нибудь сложный...",Комедии
Тысяча мушкетеров [1-12 из 12],"Что будет, если ядерная война всё же случится? Останется ли политическая карта нашего мира хотя бы приблизительно такой же, как сейчас, или же всё перевернётся с ног на голову? Это аниме расскажет об одном из вариантов развития. После окончания ядерной войны, которая повлекла за собой колоссальные разрушения, на всей планете Земля установился диктаторский режим, и миром начала править...",Приключения
Фантом в сумерках [1-12 из 12],"История расскажет о 18-летней девушек Байру Тон, приехавшей учиться в Лондон. Байру воспитывалась в строгой семье и всю жизнь прожила в небольшом городке. Но её город был слишком тесен для амбиций Байру, поэтому, закончив школу, она предприняла все усилия, чтобы поступить в университет в своём любимом Лондоне. Но, зная Лондон лишь по картинкам, Байру в первый же день умудряется...",Приключения
Плеяда семи звезд [1-12 из 12],"Онлайн-игры в жанре MMORPG пользуются широкой популярностью во всём мире. В одной из таких игр под названием Юнион существовала гильдия Субару. Эта гильдия была воистину легендарной, слава о её могуществе быстро разнеслась по всей планете. Но кто бы мог подумать, что за экранами мониторов сидят обычные ученики начальных классов, и к тому же лучшие друзья в реальной жизни. Субару так бы...",Фантастика
Из одной комнаты 2 [1-12 из 12],"Это аниме отлично подойдёт всем любителям визуальных новелл, ведь все происходящие события мы увидим не от третьего лица, как обычно это бывает, а собственными глазами! Все персонажи разговаривают именно с нами, мы находимся в самом центре сюжета. Одним из недостатков новелл является статичность персонажей, но здесь они оживают, и мы сможем взглянуть на любимый жанр игр в новом свете....",Повседневность
"Может, я встречу тебя в подземелье? 2 [1-12 из 12]","Город Орарио позволяет своим жителям весело проводить время. Парень по имени Белл Кранел уж точно не из тех, кто сможет заскучать. В мечтах Белла стать легендой в мире авантюристов. Он пока не представляет, как исполнить мечту, но все равно не может от неё отказаться. И пока он тешит себя иллюзиями, частенько становится жертвой неудач. Но удача ему улыбается в виде встречи с богиней....",Комедии
Меч Гая 2 [1-12 из 12],"Гай Огата - сирота с самого рождения. Его мать, родив малыша в лесу, повесилась прямо на дереве, а ребёнок оказался лежать на земле. Там кузнец Амон и нашёл новорожденного мальчишку в обнимку с демоническим мечом Ширю. Они были с этим мечом вместе с первых секунд его жизни, и их судьба на протяжении всего времени будет связана друг с другом. Однажды, они даже станут единым целым, когда...",Приключения
Моб Психо 100 2 [1-13 из 13],"Издавна человечество знало о существовании духов. Эти уникальные создания могут быть самыми разнообразными: злыми и добрыми, жестокими и равнодушными. В какой-то мере их факт существования стал незаметным и перестал тревожить людей. Но когда стала учащаться активность опасных сущностей, способных нанести реальный урон людям, возникла необходимость привлечения к сложившимся трудностям...",Комедии
Сезон беспокойных дев [1-12 из 12],"Пять учениц старшей школы вступили в литературный кружок. Каждая из девушек имеет яркую индивидуальность и каждой следует раскрыться. Девушки не дружат друг с другом тесным образом и поэтому представляются незнакомыми. Это недопустимо, как для членов одного клуба. И подобную дистанцию следует сокращать. И самым лучшим способом является узнавание друг друга посредством ответов на...",Драмы
В конечном счете я стану твоей [1-13 из 13],"Когда наступает время учиться в старшей школе, в воздухе повсюду витает романтика, особенно, если школа смешанная. Старшеклассники влюбляются, провожают друг друга до дома, готовят шоколад на день всех влюблённых, вяжут шарфы и пишут любовные записки. Это прекрасная пора юности, первые искренние чувства, которые не забудутся до конца жизни. Но Ю Които они не знакомы. Она за всю свою...",Школа
Радиант [1-21 из 21],"Паренёк по имени Сет лелеет мечту стать могущественным волшебником. Каждый день он занимается и тренируется, но пока что его мечта так и остаётся чем-то несбыточным, ведь неприятностей он приносит гораздо больше, чем пользы. Выслушивая постоянно упрёки от жителей деревни по поводу своего сына, Альма, приёмная мама Сета, ругает его беспрестанно. Но даже всеобщее разочарование не...",Приключения
Мастера Меча Онлайн: Альтернативная «Призрачная пуля» [1-12 из 12],"В онлайн-мире можно быть, кем угодно. Это и привлекает в нём тех, кого в настоящей жизни что-то не устраивает, но и изменить они это не в силах. Создавая персонажа в игре, ты можешь выбрать любой пол, любую внешность, даже характер можешь постараться сделать максимально не похожим на свой. Главное в такой маскировке - не проболтаться и держать марку, тогда превращение можно считать...",Приключения
Мастера Меча Онлайн 3 [1-24 из 24],"Порой чрезмерное увлечение компьютерными играми может привести к непредсказуемым последствиям. Вот так и школьник Казуто Киригая по прозвищу Кирито оказался запертым в онлайн-игре Мастера меча онлайн. Условия были жестокими, включая смерть в реальной жизни, но Кирито удалось выйти сухим из воды. После этих событий, в Кирито признали профессионала, и даже специально попросили его...",Приключения
Девушки ниндзя 2 [1-12 из 12],"Если вы думаете, что эпоха ниндзя прошла вместе со Средневековьем, то вы глубоко ошибаетесь. То, что люди вспоминают о ниндзя, лишь когда дело касается истории Японии, не значит, что эти люди не существуют и по сей день. Потребность в ниндзя не исчезла, а значит и работа их пользуется спросом. Впрочем, и наниматели этих высококлассных шпионов остались того же ранга, лишь названия...",Комедии
Девушки ниндзя [1-12 из 12],"Ниндзя. Когда-то они были элитными войнами на службе богатых князей. Но их время прошло и на смену пришли высокие технологи. Несмотря на это в некоторых уголка земли все еще тайно и скрытно воспитывают элитных шиноби. Так например простая японская академия Хандзо, не чем не примечательная для простого человека, но на самом деле, там тайно обучаются ниндзя светлой стороны. Всего их пять:...",Комедии
Из завтрашнего дня разноцветного мира [1-13 из 13],"Действие происходит в недалёком будущем, в мире, где магией практически уже никто не пользуется. Хитоми Цукиширо, 17-летняя школьница, является потомственной волшебницей, но колдовать она, как и большинство людей вокруг, не умеет. Но, в отличие от них, это не единственная способность, которую навсегда утратила девушка. В совсем юном возрасте Хитоми перестала различать цвета, и весь мир...",Драмы
Улисс: Жанна д'Арк и рыцарь-алхимик [1-12 из 12],"Альтернативная история Франции в период Позднего Средневековья. Парень по имени Монморанси - сын благородного семейства, он посещает школу Королевских Рыцарей в Париже наравне с девушками, которых весьма немало, парень буквально учится в цветнике. В школе этой учатся не только французы и француженки, в Париже учится даже сестра Герцога Британии. Несмотря на то, что школа рыцарская,...",Фэнтези
Токийский Гуль 3: Перерождение [1-12 из 12],"При слове зомби-апокалипсис мы представляем толпы неуправляемых и бессознательных существ, главной целью которых является желание сожрать наши мозги или даже нас целиком. Слово это весьма жуткое, и, несмотря на то, верите вы в его наступление или же нет, если такое действительно случится, то угроза возникнет, откуда её не ждали. То есть от самих людей. Диких зверей мы выгнали их своих...",Детективы
"Ох, уж этот экстрасенс Сайки Кусуо! 2 [1-24 из 24]","Он гениален. Намного гениальнее, чем вы могли бы себе представить. Он мог бы стать, кем угодно. Он владеет телепортацией, телепатией, ясновидением, его физические способности намного превосходят данные обычных людей. Это Сайки Кусуо, настоящий сверхчеловек, родившийся не в далёком будущем, а в наше время, на планете Земля. Многие амбициозные люди хотели бы оказаться в его теле. Но...",Комедии
Девичьи кричалки! [1-12 из 12],"Культура чирлидинга зародилась в США, но спустя некоторое время начала распространяться по всему миру. С тех пор сам вид этого занятия тоже эволюционировал, и помимо обычной поддержки любимых спортивных команд, девчата и сами теперь соревнуются друг с другом, исполняя различные акробатические номера и сложнейшие танцы. Чирлидинг со временем превратился в отдельный вид спорта. Япония же...",Комедии
Золотое божество 2 [1-12 из 12],"Непобедимый Сугимото, ветеран и герой русско-японской войны, после окончания военных действий остаётся на обочине жизни без средств к существованию. Выживать он привык, но обещание помочь больной жене своего покойного сослуживца, не даёт ему покоя, и Сугимото ищет варианты заработка. Однажды, один старик поведал ему легенду о спрятанном сокровище. Суть в том, что некий преступник...",Военные
Маг-обманщик из другого мира [1-12 из 12],"Быть обычным школьником кажется занятием рутинным, но именно этим приходится заниматься Тайти и Рин. После утомительных занятий ребята позволяют себе отправляться в виртуальный мир, но и музыкальные композиции привлекали их внимание. В общем, ничем кардинально отличающимся от увлечений сверстников парочка не занималась. Но именно им выпала честь оказаться в мире, не схожим на тот, в...",Приключения
Как госпожа Вельзевул пожелает [1-12 из 12],"Даже такому могущественному демону, как Сатана, необходим отпуск, чтобы как следует отдохнуть и собраться с мыслями. Но кто же заменит правителя Ада на его посту и сохранит порядок в Пандемониуме? Доверить это дело Сатана может только грозной госпоже Вельзевул, которая не даст никому из демонов спуску. Один её взгляд способен вселить страх и ужас в подчинённых, и все слушаются Вельзевул...",Комедии
Менеджер среднего звена Тонэгава [1-24 из 24],"Главный герой этого аниме Юкио Тонэгава работает в корпорации Тэйай. Да-да, той самой, что однажды обрекла Кайдзи на 15 лет каторжного труда, заставив его отрабатывать долги, оставшиеся ему от друга. Эту сторону данной компании мы уже увидели, давайте теперь заглянем за кулисы. Какие же люди работают в этой организации? Чем они занимаются? И какие нравы у её президента Хёдо? А нравы у...",Драмы
Меч Желтого императора: Бледное сияние [1-13 из 13],"Инь бежала за маленьким ягненком, опасаясь, что тот сорвется с обрыва. Чжоу приблизился к девушке, которая замерла на месте, глядя вдаль. Зрелище перед тремя ребятами, пасшими овец, предстало явно нелицеприятное. Внизу маршировали конструкты. Солдаты могли принадлежать исключительно армии Тайбая. Чжоу полагал, что началась подготовка к войне, точнее к вторжению на территорию очередной...",Боевые искусства
Зачатие: Роди мне ребенка! [1-12 из 12],"Однажды магический мир Гранбания находился на грани разрушения. В нём буйствовали злобные нечистые кегарэ. Тогда местные жители решили призвать спасителя, коим оказался японский старшеклассник с планеты Земля, Ицуки Юге. Этот серьёзный парень идеально подходит на роль спасителя, ведь он ответственный и справедливый, никогда не оставит кого-то в беде. Только вот его роль в спасении...",Приключения
Космический линкор Тирамису 2 [1-13 из 13],"Когда-нибудь мы покинем нашу родную планету, и человечество расселится по всему космосу! Пока что мы можем только мечтать об этом, но в этом аниме такое положение дел - обыденная реальность. Владения людей распространились по всему космосу, эволюционировали не только наши знания, но и культура. Но со временем люди стали опасны для своей родной планеты, намного больше, чем в наши дни. В...",Комедии
История Мерк [1-12 из 12],"Это аниме снято по сюжету одноимённой мобильной игры. Оно переносит нас в придуманный мир Мефтерхан, в котором люди соседствуют с невиданными нами монстрами и чудовищами. Лучшими друзьями они не являются, наоборот, монстры любят доставить людям побольше неприятностей. Но есть один человек, который знает, как подружиться с монстрами. Это ученик целителя, мальчишка по имени Ю. У него есть...",Приключения
Джульетта из школы-интерната [1-12 из 12],"События аниме происходят в престижной школе-интернат, которая находится на небольшом острове. В этой школе одновременно обучаются студенты из двух враждебных стран. Естественно, учащиеся тоже не жалуют друг друга. Так было всегда, но однажды произошёл из ряда вон выходящий случай. Лидер общежития Чёрные собаки Ромео Инудзука и лидер общежития ""Белые кошки” Джульетта Персия влюбились...",Комедии
Страна снов и 100 спящих принцев [1-12 из 12],"Главная героиня этой истории жила обычной жизнью, работала, встречалась на выходных с друзьями, в общем, ничем от других не отличалась. Но однажды её жизнь в корне изменилась, когда она внезапно очутилась в совершенно другом мире под названием Страна Снов. Более того, там она не одна из тысяч точно таких же девушек, а самая настоящая принцесса. Но даже в других мирах существуют свои...",Фэнтези
Вольный стиль! 3 [1-12 из 12],"Любили ли вы когда-нибудь своё хобби настолько, что готовы были заниматься им сутки напролёт? Увлечение у нашего героя Харуки Нанасэ довольно необычное, и это плавание. Впрочем, звёзд с неба ему хватать не хотелось, он желал просто плавать. По крайней мере, пока в его жизни не появился Рин Мацуока, который мотивирует Харуку начать участвовать в соревнованиях. Так плавательный клуб...",Комедии
Врата Штейна 0 [1-24 из 24],"Общепринятым мнением считается, что время - это вектор, стремящийся только вперёд и только вперёд. Но в глубине души многие верят, что возможно попасть не только в прошлое, но и в параллельную вселенную, где с нами могут происходить совершенно иные события. Но всё это остаётся лишь фантазией. Однако героям этого аниме удалось буквально разблокировать админский доступ ко времени и...",Триллеры
